case_id,individual_id,vin,case_type,call_driver,channel,case_open_ts,case_close_ts,days_to_close,closed_within_24h,first_contact_resolution,csat_score,region,case_month
CASE900781,IND100046,1GC448730541126,OnBoarding,Enroll Vehicle,Phone,2026-05-13 03:00:00,2026-05-17 00:07:55.121666,3.88,N,Y,5,Southeast,2026-05-01
CASE900782,IND100017,1GC827426324857,OnBoarding,Other,Phone,2026-05-12 06:00:00,2026-05-13 20:49:38.820326,1.62,N,Y,3,Southwest,2026-05-01
CASE900783,IND100044,1GC849033821254,WiFi,Other,Mobile App,2026-05-22 17:00:00,2026-05-25 08:32:20.199851,2.65,N,Y,2,Midwest,2026-05-01
CASE900784,IND100013,1GC840485451942,WiFi,Hotspot: Data Not Shared / Disabled,IVR,2026-05-10 00:00:00,2026-05-10 04:03:10.817046,0.17,Y,N,4,Northeast,2026-05-01
CASE900785,IND100123,1GC474226661953,OnBoarding,Enroll Vehicle,Dealer,2026-05-26 01:00:00,2026-05-27 02:41:39.393801,1.07,N,Y,5,West,2026-05-01
CASE900786,IND100039,1GC702832595213,OnBoarding,Hardware Replacement,Chat,2026-05-19 02:00:00,2026-05-22 11:26:06.329539,3.39,N,Y,4,West,2026-05-01
CASE900787,IND100141,1GC541636294918,OnBoarding,Enroll Vehicle,Mobile App,2026-05-06 14:00:00,2026-05-07 01:24:07.122862,0.48,Y,N,5,Northeast,2026-05-01
CASE900788,IND100104,1GC800875813568,WiFi,No / Slow Internet,Chat,2026-05-20 21:00:00,2026-05-23 08:10:25.961639,2.47,N,N,4,Southeast,2026-05-01
CASE900789,IND100140,1GC537992497753,OnBoarding,BBWC,Dealer,2026-05-11 23:00:00,2026-05-12 05:33:58.574053,0.27,Y,Y,3,Northeast,2026-05-01
CASE900790,IND100132,1GC622955025729,OnBoarding,Hardware Replacement,Mobile App,2026-05-24 11:00:00,2026-05-27 01:32:58.870765,2.61,N,N,5,West,2026-05-01
CASE900791,IND100013,1GC133671300558,OnBoarding,Hardware Replacement,Phone,2026-05-01 01:00:00,2026-05-01 06:22:19.030489,0.22,Y,N,5,Northeast,2026-05-01
CASE900792,IND100080,1GC697882186293,Infotainment,App Not Working,Dealer,2026-05-13 01:00:00,2026-05-16 02:09:20.607821,3.05,N,Y,4,Southwest,2026-05-01
CASE900793,IND100031,1GC970758759189,WiFi,Hotspot: SSID and Password,Phone,2026-05-26 09:00:00,2026-05-28 00:48:03.587608,1.66,N,Y,4,Southwest,2026-05-01
CASE900794,IND100131,1GC932608106538,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-05-26 03:00:00,2026-05-26 10:38:56.311962,0.32,Y,Y,3,Southeast,2026-05-01
CASE900795,IND100117,1GC747516660355,WiFi,Other,Phone,2026-05-22 11:00:00,2026-05-23 03:20:14.669837,0.68,Y,Y,5,Midwest,2026-05-01
CASE900796,IND100018,1GC844868054792,OnBoarding,Other,Dealer,2026-05-07 21:00:00,2026-05-07 22:04:39.452283,0.04,Y,Y,5,West,2026-05-01
CASE900797,IND100102,1GC339282965313,WiFi,No / Slow Internet,Mobile App,2026-05-04 17:00:00,2026-05-05 03:20:40.318171,0.43,Y,Y,5,West,2026-05-01
CASE900798,IND100022,1GC330368581510,OnBoarding,Enroll Vehicle,Phone,2026-05-02 12:00:00,2026-05-03 19:05:25.318038,1.3,N,Y,3,Southwest,2026-05-01
CASE900799,IND100009,1GC505347344105,OnBoarding,Enroll Vehicle,Chat,2026-05-05 19:00:00,2026-05-06 08:51:09.245532,0.58,Y,Y,4,West,2026-05-01
CASE900800,IND100105,1GC745201170242,WiFi,Hotspot: SSID and Password,Phone,2026-05-23 08:00:00,2026-05-23 15:06:16.857141,0.3,Y,N,3,Southeast,2026-05-01
CASE900801,IND100036,1GC216929354801,WiFi,No / Slow Internet,Mobile App,2026-05-02 18:00:00,2026-05-03 10:49:22.610371,0.7,Y,Y,5,Northeast,2026-05-01
CASE900802,IND100011,1GC934088489962,Infotainment,App Not Working,Chat,2026-05-18 13:00:00,2026-05-18 17:17:52.266392,0.18,Y,Y,4,Northeast,2026-05-01
CASE900803,IND100109,1GC912342156888,OnBoarding,Other,Mobile App,2026-05-01 06:00:00,2026-05-04 05:49:02.979407,2.99,N,N,4,Northeast,2026-05-01
CASE900804,IND100017,1GC157435530493,WiFi,No / Slow Internet,IVR,2026-05-19 03:00:00,2026-05-19 11:48:18.280113,0.37,Y,Y,5,Southwest,2026-05-01
CASE900805,IND100024,1GC248147035823,WiFi,No / Slow Internet,IVR,2026-05-24 11:00:00,2026-05-24 23:25:51.369701,0.52,Y,Y,4,Midwest,2026-05-01
CASE900806,IND100060,1GC701562665610,Infotainment,On Screen Messages,Dealer,2026-05-23 05:00:00,2026-05-23 05:56:43.379659,0.04,Y,Y,5,Northeast,2026-05-01
CASE900807,IND100043,1GC381129977243,OnBoarding,Other,Mobile App,2026-05-06 16:00:00,2026-05-08 08:06:47.164233,1.67,N,Y,5,Midwest,2026-05-01
CASE900808,IND100077,1GC695724863253,OnBoarding,Enroll Vehicle,Chat,2026-05-15 15:00:00,2026-05-18 00:14:25.821079,2.39,N,Y,2,West,2026-05-01
CASE900809,IND100083,1GC250275627916,OnBoarding,Hardware Replacement,IVR,2026-05-18 08:00:00,2026-05-18 23:06:48.001695,0.63,Y,N,3,West,2026-05-01
CASE900810,IND100079,1GC805508388194,OnBoarding,Hardware Replacement,Phone,2026-05-20 15:00:00,2026-05-21 16:54:56.998966,1.08,N,Y,5,Midwest,2026-05-01
CASE900811,IND100094,1GC371360880232,OnBoarding,Enroll Vehicle,Mobile App,2026-05-26 18:00:00,2026-05-26 21:51:53.525732,0.16,Y,N,3,Southeast,2026-05-01
CASE900812,IND100137,1GC534073093248,WiFi,Hotspot: SSID and Password,Phone,2026-05-16 15:00:00,2026-05-17 07:33:03.522274,0.69,Y,N,4,West,2026-05-01
CASE900813,IND100081,1GC465748175295,WiFi,Hotspot: SSID and Password,Phone,2026-05-05 13:00:00,2026-05-07 11:53:46.575154,1.95,N,Y,4,West,2026-05-01
CASE900814,IND100122,1GC175999889025,OnBoarding,Other,Phone,2026-05-15 06:00:00,2026-05-16 01:53:10.299691,0.83,Y,N,5,Southeast,2026-05-01
CASE900815,IND100044,1GC849033821254,OnBoarding,Hardware Replacement,Chat,2026-05-02 03:00:00,2026-05-02 20:47:58.412138,0.74,Y,N,4,Midwest,2026-05-01
CASE900816,IND100019,1GC668497959209,WiFi,No / Slow Internet,Phone,2026-05-08 04:00:00,2026-05-10 21:27:57.727768,2.73,N,Y,5,Northeast,2026-05-01
CASE900817,IND100028,1GC238860542860,WiFi,No / Slow Internet,Phone,2026-05-16 16:00:00,2026-05-16 19:07:11.626752,0.13,Y,Y,3,Southeast,2026-05-01
CASE900818,IND100010,1GC196966851360,OnBoarding,Other,Phone,2026-05-21 15:00:00,2026-05-22 03:55:20.849642,0.54,Y,N,4,Southwest,2026-05-01
CASE900819,IND100057,1GC611867076357,OnBoarding,Enroll Vehicle,IVR,2026-05-27 06:00:00,2026-05-28 11:32:58.717680,1.23,N,N,4,Northeast,2026-05-01
CASE900820,IND100027,1GC139423389208,Infotainment,App Not Working,Phone,2026-05-24 10:00:00,2026-05-24 21:29:27.611938,0.48,Y,Y,5,West,2026-05-01
CASE900821,IND100106,1GC504425351928,WiFi,Hotspot: SSID and Password,Phone,2026-05-13 16:00:00,2026-05-13 21:54:20.894712,0.25,Y,Y,4,Southwest,2026-05-01
CASE900822,IND100124,1GC137452756475,OnBoarding,Enroll Vehicle,Chat,2026-05-06 11:00:00,2026-05-06 13:36:11.405092,0.11,Y,Y,5,Midwest,2026-05-01
CASE900823,IND100130,1GC253533671683,WiFi,No / Slow Internet,Phone,2026-05-15 22:00:00,2026-05-16 12:38:20.073874,0.61,Y,Y,3,West,2026-05-01
CASE900824,IND100004,1GC197718167021,OnBoarding,Enroll Vehicle,Chat,2026-05-01 19:00:00,2026-05-01 20:07:30.780061,0.05,Y,Y,3,Midwest,2026-05-01
CASE900825,IND100091,1GC726688337569,WiFi,Other,Chat,2026-06-11 12:00:00,2026-06-11 17:44:07.590107,0.24,Y,N,2,Southwest,2026-06-01
CASE900826,IND100053,1GC698365770932,Infotainment,Other,IVR,2026-06-07 05:00:00,2026-06-07 12:03:54.105336,0.29,Y,Y,4,Northeast,2026-06-01
CASE900827,IND100127,1GC230071769979,OnBoarding,Enroll Vehicle,Chat,2026-06-02 06:00:00,2026-06-03 03:00:52.660216,0.88,Y,Y,5,West,2026-06-01
CASE900828,IND100029,1GC714744057917,WiFi,No / Slow Internet,Phone,2026-06-17 00:00:00,2026-06-17 08:13:15.689567,0.34,Y,Y,4,West,2026-06-01
CASE900829,IND100018,1GC844868054792,OnBoarding,Hardware Replacement,Mobile App,2026-06-17 16:00:00,2026-06-17 22:55:54.711101,0.29,Y,Y,3,West,2026-06-01
CASE900830,IND100121,1GC684861941398,WiFi,No / Slow Internet,Mobile App,2026-06-22 07:00:00,2026-06-24 06:12:22.924071,1.97,N,Y,3,Midwest,2026-06-01
CASE900831,IND100013,1GC840485451942,WiFi,Hotspot: SSID and Password,Phone,2026-06-03 13:00:00,2026-06-03 15:46:17.240659,0.12,Y,Y,2,Northeast,2026-06-01
CASE900832,IND100022,1GC330368581510,WiFi,Other,Phone,2026-06-07 12:00:00,2026-06-08 01:12:24.642520,0.55,Y,Y,4,Southwest,2026-06-01
CASE900833,IND100148,1GC495020314274,WiFi,Other,Mobile App,2026-06-21 17:00:00,2026-06-21 20:32:37.288767,0.15,Y,Y,4,Southwest,2026-06-01
CASE900834,IND100123,1GC474226661953,OnBoarding,Hardware Replacement,Mobile App,2026-06-20 13:00:00,2026-06-21 19:44:34.489643,1.28,N,Y,3,West,2026-06-01
CASE900835,IND100097,1GC178884927384,Infotainment,Other,Phone,2026-06-12 12:00:00,2026-06-13 04:27:07.678135,0.69,Y,N,3,Southwest,2026-06-01
CASE900836,IND100076,1GC364234381989,OnBoarding,Hardware Replacement,Phone,2026-06-07 06:00:00,2026-06-07 19:44:57.914378,0.57,Y,Y,5,Midwest,2026-06-01
CASE900837,IND100009,1GC505347344105,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-06-20 17:00:00,2026-06-21 11:10:04.338445,0.76,Y,Y,5,West,2026-06-01
CASE900838,IND100048,1GC714245953576,OnBoarding,Other,Phone,2026-06-26 10:00:00,2026-06-29 22:10:16.511394,3.51,N,Y,4,Midwest,2026-06-01
CASE900839,IND100119,1GC664577956631,WiFi,Hotspot: SSID and Password,Phone,2026-06-27 13:00:00,2026-06-29 00:18:44.580744,1.47,N,Y,4,Midwest,2026-06-01
CASE900840,IND100028,1GC902509539628,Infotainment,App Not Working,Chat,2026-06-03 21:00:00,2026-06-04 09:59:08.492296,0.54,Y,Y,3,Southeast,2026-06-01
CASE900841,IND100005,1GC705016083735,Infotainment,DIC (Driver Information Center),Dealer,2026-06-25 19:00:00,2026-06-26 00:02:22.434965,0.21,Y,N,5,West,2026-06-01
CASE900842,IND100127,1GC230071769979,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-06-26 12:00:00,2026-06-26 20:04:22.459389,0.34,Y,N,3,West,2026-06-01
CASE900843,IND100071,1GC467675779351,OnBoarding,Hardware Replacement,IVR,2026-06-08 23:00:00,2026-06-10 15:53:52.996297,1.7,N,N,5,Southeast,2026-06-01
CASE900844,IND100100,1GC917722621635,OnBoarding,Hardware Replacement,Phone,2026-06-03 03:00:00,2026-06-03 10:42:19.044183,0.32,Y,Y,4,Midwest,2026-06-01
CASE900845,IND100106,1GC504425351928,Infotainment,App Not Working,Dealer,2026-06-25 06:00:00,2026-06-25 07:30:38.265312,0.06,Y,N,5,Southwest,2026-06-01
CASE900846,IND100010,1GC433718221808,WiFi,No / Slow Internet,Chat,2026-06-13 01:00:00,2026-06-16 07:29:44.238878,3.27,N,Y,5,Southwest,2026-06-01
CASE900847,IND100033,1GC433413735431,OnBoarding,Hardware Replacement,Phone,2026-06-02 03:00:00,2026-06-03 01:31:50.395399,0.94,Y,N,4,Midwest,2026-06-01
CASE900848,IND100057,1GC611867076357,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-06-04 10:00:00,2026-06-05 13:25:32.454488,1.14,N,N,4,Northeast,2026-06-01
CASE900849,IND100135,1GC120523483926,Infotainment,On Screen Messages,Phone,2026-06-12 19:00:00,2026-06-12 19:28:48.000000,0.02,Y,Y,5,Southeast,2026-06-01
CASE900850,IND100010,1GC433718221808,WiFi,No / Slow Internet,Chat,2026-06-20 20:00:00,2026-06-22 14:31:17.827439,1.77,N,N,5,Southwest,2026-06-01
CASE900851,IND100027,1GC993138007649,WiFi,No / Slow Internet,Phone,2026-06-10 14:00:00,2026-06-11 02:19:34.045772,0.51,Y,N,4,West,2026-06-01
CASE900852,IND100114,1GC259095504645,WiFi,Hotspot: SSID and Password,Mobile App,2026-06-16 15:00:00,2026-06-17 06:05:45.940391,0.63,Y,Y,4,Southeast,2026-06-01
CASE900853,IND100004,1GC184759613098,OnBoarding,BBWC,Mobile App,2026-06-27 15:00:00,2026-06-30 08:35:24.180123,2.73,N,N,5,Midwest,2026-06-01
CASE900854,IND100043,1GC381129977243,WiFi,No / Slow Internet,Chat,2026-06-26 21:00:00,2026-06-27 15:03:30.370140,0.75,Y,Y,2,Midwest,2026-06-01
CASE900855,IND100010,1GC196966851360,WiFi,No / Slow Internet,Mobile App,2026-06-20 05:00:00,2026-06-20 21:03:37.312724,0.67,Y,Y,3,Southwest,2026-06-01
CASE900856,IND100025,1GC140419557453,OnBoarding,Hardware Replacement,Phone,2026-06-07 23:00:00,2026-06-08 08:57:53.603810,0.42,Y,N,3,Southwest,2026-06-01
CASE900857,IND100117,1GC747516660355,OnBoarding,Hardware Replacement,Mobile App,2026-06-13 18:00:00,2026-06-14 00:54:31.400612,0.29,Y,Y,5,Midwest,2026-06-01
CASE900858,IND100136,1GC962703291916,WiFi,No / Slow Internet,Mobile App,2026-06-14 08:00:00,2026-06-14 12:32:17.658479,0.19,Y,Y,4,West,2026-06-01
CASE900859,IND100118,1GC488883735797,WiFi,No / Slow Internet,Phone,2026-06-19 21:00:00,2026-06-20 01:35:05.292304,0.19,Y,Y,5,West,2026-06-01
CASE900860,IND100144,1GC526140460950,OnBoarding,Hardware Replacement,Phone,2026-06-01 03:00:00,2026-06-01 05:30:11.762219,0.1,Y,Y,4,West,2026-06-01
CASE900861,IND100051,1GC106626042775,OnBoarding,Enroll Vehicle,Phone,2026-06-07 05:00:00,2026-06-08 06:59:12.845340,1.08,N,Y,4,Northeast,2026-06-01
CASE900862,IND100078,1GC601328937106,WiFi,Other,Phone,2026-06-11 16:00:00,2026-06-11 16:28:48.000000,0.02,Y,Y,4,West,2026-06-01
CASE900863,IND100113,1GC621297612047,OnBoarding,Other,Chat,2026-06-03 21:00:00,2026-06-06 11:30:38.924716,2.6,N,Y,4,Southeast,2026-06-01
CASE900864,IND100002,1GC226224180098,WiFi,No / Slow Internet,Mobile App,2026-06-25 10:00:00,2026-06-25 22:18:02.700444,0.51,Y,Y,5,Northeast,2026-06-01
CASE900865,IND100089,1GC550940297592,OnBoarding,Hardware Replacement,Chat,2026-06-01 20:00:00,2026-06-01 20:29:19.040637,0.02,Y,N,5,West,2026-06-01
CASE900866,IND100146,1GC398412097607,OnBoarding,Hardware Replacement,Chat,2026-06-06 21:00:00,2026-06-07 03:40:36.250614,0.28,Y,N,4,Southeast,2026-06-01
CASE900867,IND100033,1GC433413735431,OnBoarding,Enroll Vehicle,Phone,2026-06-01 00:00:00,2026-06-01 05:09:16.794705,0.21,Y,Y,5,Midwest,2026-06-01
CASE900868,IND100019,1GC957609455561,WiFi,No / Slow Internet,Phone,2026-06-18 05:00:00,2026-06-18 07:50:27.554268,0.12,Y,Y,3,Northeast,2026-06-01
CASE900869,IND100110,1GC510198660849,Infotainment,App Not Working,Mobile App,2026-06-20 01:00:00,2026-06-20 03:58:07.947163,0.12,Y,Y,4,West,2026-06-01
CASE900870,IND100016,1GC846810768818,WiFi,No / Slow Internet,Phone,2026-06-23 08:00:00,2026-06-23 11:42:41.768421,0.15,Y,N,3,Midwest,2026-06-01
CASE900871,IND100118,1GC488883735797,WiFi,No / Slow Internet,Mobile App,2026-06-08 08:00:00,2026-06-09 00:23:00.181178,0.68,Y,Y,5,West,2026-06-01
CASE900872,IND100043,1GC381129977243,Infotainment,Other,Chat,2026-06-21 13:00:00,2026-06-21 15:59:19.952709,0.12,Y,Y,4,Midwest,2026-06-01
CASE900873,IND100139,1GC174456999930,Infotainment,DIC (Driver Information Center),Mobile App,2026-06-10 13:00:00,2026-06-13 09:11:01.014186,2.84,N,Y,5,West,2026-06-01
CASE900874,IND100062,1GC608712495832,WiFi,Hotspot: SSID and Password,Mobile App,2026-06-06 14:00:00,2026-06-07 12:52:16.864169,0.95,Y,Y,5,West,2026-06-01
CASE900875,IND100128,1GC193062670950,WiFi,Hotspot: SSID and Password,Dealer,2026-06-23 20:00:00,2026-06-24 00:24:13.710532,0.18,Y,Y,5,West,2026-06-01
CASE900876,IND100070,1GC293126205537,WiFi,Other,Phone,2026-06-16 07:00:00,2026-06-16 13:01:38.869984,0.25,Y,Y,5,Northeast,2026-06-01
CASE900877,IND100074,1GC152472467520,WiFi,Hotspot: SSID and Password,Phone,2026-06-03 02:00:00,2026-06-04 23:18:20.466123,1.89,N,N,4,Southwest,2026-06-01
CASE900878,IND100143,1GC614555247137,WiFi,Other,Phone,2026-06-19 09:00:00,2026-06-19 16:40:26.674722,0.32,Y,Y,4,Northeast,2026-06-01
CASE900879,IND100089,1GC550940297592,OnBoarding,Hardware Replacement,Mobile App,2026-06-11 16:00:00,2026-06-15 05:56:17.224764,3.58,N,Y,4,West,2026-06-01
CASE900880,IND100134,1GC631823942332,WiFi,No / Slow Internet,Phone,2026-06-23 15:00:00,2026-06-26 07:36:55.679826,2.69,N,N,3,Southeast,2026-06-01
CASE900881,IND100043,1GC381129977243,OnBoarding,BBWC,Phone,2026-06-09 16:00:00,2026-06-10 14:03:34.932887,0.92,Y,Y,3,Midwest,2026-06-01
CASE900882,IND100139,1GC174456999930,OnBoarding,Hardware Replacement,Phone,2026-06-13 13:00:00,2026-06-15 14:44:55.290488,2.07,N,Y,5,West,2026-06-01
CASE900883,IND100025,1GC275174837066,WiFi,No / Slow Internet,IVR,2026-06-06 12:00:00,2026-06-07 16:05:04.066335,1.17,N,Y,4,Southwest,2026-06-01
CASE900884,IND100092,1GC501540648016,WiFi,No / Slow Internet,Phone,2026-06-20 08:00:00,2026-06-20 12:58:53.063951,0.21,Y,Y,5,West,2026-06-01
CASE900885,IND100001,1GC906544694654,OnBoarding,Other,Dealer,2026-06-27 14:00:00,2026-06-28 07:13:37.672955,0.72,Y,Y,5,Northeast,2026-06-01
CASE900886,IND100088,1GC245144601130,WiFi,No / Slow Internet,Chat,2026-06-10 15:00:00,2026-06-10 19:30:09.817369,0.19,Y,Y,4,Southwest,2026-06-01
CASE900887,IND100066,1GC603286444670,OnBoarding,BBWC,Phone,2026-06-10 11:00:00,2026-06-14 10:39:02.577452,3.99,N,Y,5,Southeast,2026-06-01
CASE900888,IND100065,1GC598221460591,WiFi,No / Slow Internet,Mobile App,2026-06-11 05:00:00,2026-06-11 16:43:23.481047,0.49,Y,Y,4,Southeast,2026-06-01
CASE900889,IND100026,1GC491587354002,WiFi,Hotspot: SSID and Password,Mobile App,2026-06-10 22:00:00,2026-06-11 00:45:50.992888,0.12,Y,Y,5,Northeast,2026-06-01
CASE900890,IND100018,1GC385425003540,WiFi,No / Slow Internet,IVR,2026-06-08 19:00:00,2026-06-10 04:03:47.307265,1.38,N,Y,4,West,2026-06-01
CASE900891,IND100056,1GC513024197984,OnBoarding,BBWC,Phone,2026-06-15 13:00:00,2026-06-17 00:48:36.804737,1.49,N,N,5,Southwest,2026-06-01
CASE900892,IND100018,1GC385425003540,Infotainment,App Not Working,Chat,2026-06-17 16:00:00,2026-06-19 09:20:23.663353,1.72,N,Y,3,West,2026-06-01
CASE900893,IND100094,1GC371360880232,WiFi,No / Slow Internet,IVR,2026-06-19 11:00:00,2026-06-19 15:13:51.424613,0.18,Y,Y,4,Southeast,2026-06-01
CASE900894,IND100057,1GC611867076357,WiFi,No / Slow Internet,Phone,2026-06-19 19:00:00,2026-06-20 10:04:49.977677,0.63,Y,Y,5,Northeast,2026-06-01
CASE900895,IND100074,1GC152472467520,Infotainment,Other,Phone,2026-06-22 21:00:00,2026-06-23 12:34:06.816407,0.65,Y,Y,4,Southwest,2026-06-01
CASE900896,IND100048,1GC714245953576,OnBoarding,Enroll Vehicle,Dealer,2026-06-26 03:00:00,2026-06-26 06:01:56.160715,0.13,Y,Y,4,Midwest,2026-06-01
CASE900897,IND100039,1GC702832595213,WiFi,No / Slow Internet,Mobile App,2026-06-19 17:00:00,2026-06-20 14:29:08.107323,0.9,Y,Y,4,West,2026-06-01
CASE900898,IND100117,1GC747516660355,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-06-04 01:00:00,2026-06-05 09:25:52.338652,1.35,N,N,4,Midwest,2026-06-01
CASE900899,IND100022,1GC330368581510,OnBoarding,Hardware Replacement,Mobile App,2026-06-18 16:00:00,2026-06-19 00:32:35.721018,0.36,Y,N,4,Southwest,2026-06-01
CASE900900,IND100005,1GC705016083735,WiFi,Other,Mobile App,2026-06-27 23:00:00,2026-06-28 11:59:02.970457,0.54,Y,N,3,West,2026-06-01
CASE900901,IND100025,1GC275174837066,OnBoarding,Other,Dealer,2026-06-03 06:00:00,2026-06-04 08:22:05.379173,1.1,N,Y,2,Southwest,2026-06-01
CASE900902,IND100146,1GC398412097607,WiFi,No / Slow Internet,IVR,2026-06-09 10:00:00,2026-06-09 10:28:48.000000,0.02,Y,Y,3,Southeast,2026-06-01
CASE900903,IND100004,1GC197718167021,WiFi,No / Slow Internet,Phone,2026-06-01 01:00:00,2026-06-01 04:29:59.966403,0.15,Y,Y,3,Midwest,2026-06-01
CASE900904,IND100021,1GC419073371316,WiFi,Other,Phone,2026-06-26 16:00:00,2026-06-28 09:49:45.734186,1.74,N,Y,3,Southeast,2026-06-01
CASE900905,IND100022,1GC973628221954,OnBoarding,Enroll Vehicle,Phone,2026-06-08 05:00:00,2026-06-09 07:32:12.694322,1.11,N,Y,4,Southwest,2026-06-01
CASE900906,IND100123,1GC474226661953,Infotainment,Other,Phone,2026-06-09 21:00:00,2026-06-10 15:17:29.633304,0.76,Y,Y,5,West,2026-06-01
CASE900907,IND100024,1GC800545147365,OnBoarding,Hardware Replacement,Phone,2026-06-01 11:00:00,2026-06-02 08:19:06.083242,0.89,Y,Y,5,Midwest,2026-06-01
CASE900908,IND100014,1GC499072778944,OnBoarding,Hardware Replacement,Chat,2026-06-22 10:00:00,2026-06-24 06:18:03.908364,1.85,N,Y,4,Southeast,2026-06-01
CASE900909,IND100057,1GC611867076357,WiFi,Hotspot: Data Not Shared / Disabled,Dealer,2026-06-22 22:00:00,2026-06-26 02:47:27.267952,3.2,N,Y,4,Northeast,2026-06-01
CASE900910,IND100149,1GC119450871892,WiFi,Hotspot: SSID and Password,Phone,2026-06-24 23:00:00,2026-06-24 23:39:08.320336,0.03,Y,Y,4,West,2026-06-01
CASE900911,IND100034,1GC522600230147,OnBoarding,Hardware Replacement,Phone,2026-06-16 20:00:00,2026-06-18 19:30:51.723613,1.98,N,Y,5,Southeast,2026-06-01
CASE900912,IND100027,1GC993138007649,OnBoarding,Other,Phone,2026-06-10 08:00:00,2026-06-11 00:12:14.972480,0.68,Y,Y,2,West,2026-06-01
CASE900913,IND100043,1GC381129977243,WiFi,Hotspot: SSID and Password,Mobile App,2026-06-10 22:00:00,2026-06-10 22:28:48.000000,0.02,Y,N,5,Midwest,2026-06-01
CASE900914,IND100041,1GC849410376451,OnBoarding,Enroll Vehicle,Chat,2026-06-12 12:00:00,2026-06-13 18:11:48.096284,1.26,N,Y,4,West,2026-06-01
CASE900915,IND100087,1GC515689507225,OnBoarding,Hardware Replacement,Chat,2026-06-21 00:00:00,2026-06-21 22:35:28.581760,0.94,Y,Y,5,Southwest,2026-06-01
CASE900916,IND100093,1GC442919103486,OnBoarding,BBWC,Mobile App,2026-06-01 06:00:00,2026-06-02 10:21:30.646715,1.18,N,Y,5,Northeast,2026-06-01
CASE900917,IND100010,1GC433718221808,OnBoarding,Hardware Replacement,Phone,2026-06-13 17:00:00,2026-06-15 02:54:39.804681,1.41,N,Y,4,Southwest,2026-06-01
CASE900918,IND100076,1GC364234381989,OnBoarding,Other,Phone,2026-06-10 17:00:00,2026-06-10 18:46:10.555990,0.07,Y,Y,4,Midwest,2026-06-01
CASE900919,IND100049,1GC225777235248,WiFi,No / Slow Internet,Phone,2026-06-10 00:00:00,2026-06-10 09:42:08.811564,0.4,Y,N,5,Southwest,2026-06-01
CASE900920,IND100145,1GC340278096782,OnBoarding,Other,Dealer,2026-06-02 15:00:00,2026-06-04 11:48:56.816366,1.87,N,Y,3,Midwest,2026-06-01
CASE900921,IND100017,1GC827426324857,WiFi,No / Slow Internet,Dealer,2026-06-03 21:00:00,2026-06-04 13:26:06.991709,0.68,Y,N,4,Southwest,2026-06-01
CASE900922,IND100004,1GC184759613098,WiFi,No / Slow Internet,Phone,2026-06-07 20:00:00,2026-06-08 12:36:37.464766,0.69,Y,N,5,Midwest,2026-06-01
CASE900923,IND100054,1GC734648840762,OnBoarding,Hardware Replacement,Phone,2026-06-07 20:00:00,2026-06-10 02:00:56.289422,2.25,N,Y,5,Southwest,2026-06-01
CASE900924,IND100077,1GC695724863253,OnBoarding,Other,Chat,2026-06-02 19:00:00,2026-06-03 14:35:42.599591,0.82,Y,N,3,West,2026-06-01
CASE900925,IND100027,1GC993138007649,WiFi,No / Slow Internet,Phone,2026-06-09 21:00:00,2026-06-11 01:00:21.754994,1.17,N,Y,4,West,2026-06-01
CASE900926,IND100005,1GC705016083735,Infotainment,DIC (Driver Information Center),Chat,2026-06-10 19:00:00,2026-06-11 10:02:31.468354,0.63,Y,Y,2,West,2026-06-01
CASE900927,IND100011,1GC934088489962,WiFi,No / Slow Internet,Dealer,2026-06-06 13:00:00,2026-06-06 21:46:46.601455,0.37,Y,Y,4,Northeast,2026-06-01
CASE900928,IND100038,1GC304218414145,WiFi,No / Slow Internet,Chat,2026-06-19 04:00:00,2026-06-19 04:39:20.805096,0.03,Y,N,5,Southwest,2026-06-01
CASE900929,IND100023,1GC903809009189,Infotainment,Other,Phone,2026-06-10 08:00:00,2026-06-10 13:10:08.875569,0.22,Y,N,4,Midwest,2026-06-01
CASE900930,IND100145,1GC340278096782,WiFi,No / Slow Internet,Phone,2026-06-16 08:00:00,2026-06-16 08:28:48.000000,0.02,Y,Y,4,Midwest,2026-06-01
CASE900931,IND100039,1GC702832595213,OnBoarding,Hardware Replacement,Phone,2026-06-02 20:00:00,2026-06-03 19:03:26.356043,0.96,Y,N,5,West,2026-06-01
CASE900932,IND100006,1GC785025731790,Infotainment,Other,Phone,2026-06-09 06:00:00,2026-06-09 17:39:44.601538,0.49,Y,N,4,Southeast,2026-06-01
CASE900933,IND100128,1GC193062670950,Infotainment,App Not Working,Dealer,2026-06-13 13:00:00,2026-06-14 01:45:29.662589,0.53,Y,Y,3,West,2026-06-01
CASE900934,IND100005,1GC705016083735,OnBoarding,Enroll Vehicle,Mobile App,2026-06-21 05:00:00,2026-06-22 13:54:14.316205,1.37,N,Y,4,West,2026-06-01
CASE900935,IND100084,1GC120440865820,WiFi,No / Slow Internet,Mobile App,2026-06-22 16:00:00,2026-06-22 17:31:43.864296,0.06,Y,Y,5,Northeast,2026-06-01
